Date Added to Catalog	PUBMEDID	First Author	Date	Journal	Link	Study	Disease/Trait	Initial Sample Size	Replication Sample Size	Region	Chr_id	Chr_pos	Reported Gene(s)	Mapped_gene	Upstream_gene_id	Downstream_gene_id	Snp_gene_ids	Upstream_gene_distance	Downstream_gene_distance	Strongest SNP-Risk Allele	SNPs	Merged	Snp_id_current	Context	Intergenic	Risk Allele Frequency	p-Value	Pvalue_mlog	p-Value (text)	OR or beta	95% CI (text)	Platform [SNPs passing QC]	CNV
2011-04-06	21383967	Zhernakova A	2011-02-24	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21383967	Meta-analysis of genome-wide association studies in celiac disease and rheumatoid arthritis identifies fourteen non-HLA shared loci.	Celiac disease and Rheumatoid arthritis	4,533 European ancestry celiac disease cases, 5,539 European ancestry rheumatoid arthritis cases, 27,981 European ancestry controls	2,169 celiac disease cases, 2,845 rheumatoid arthritis cases, 7,199 controls	7p14.1	7	37397251	ELMO1	ELMO1			9844			rs11984075-G	rs11984075	0	11984075	intron	0	NR	5E-8	7.301029996		NR	NR	Illumina [472,854]	N
2011-04-06	21383967	Zhernakova A	2011-02-24	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21383967	Meta-analysis of genome-wide association studies in celiac disease and rheumatoid arthritis identifies fourteen non-HLA shared loci.	Celiac disease and Rheumatoid arthritis	4,533 European ancestry celiac disease cases, 5,539 European ancestry rheumatoid arthritis cases, 27,981 European ancestry controls	2,169 celiac disease cases, 2,845 rheumatoid arthritis cases, 7,199 controls	12q13.3	12	57668884	CDK4	B4GALNT1 - RPL13AP23	2583	441641		35.65	5.78	rs10876993-?	rs10876993	0	10876993		1	NR	4E-6	5.397940009		NR	NR	Illumina [472,854]	N
2011-04-06	21383967	Zhernakova A	2011-02-24	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21383967	Meta-analysis of genome-wide association studies in celiac disease and rheumatoid arthritis identifies fourteen non-HLA shared loci.	Celiac disease and Rheumatoid arthritis	4,533 European ancestry celiac disease cases, 5,539 European ancestry rheumatoid arthritis cases, 27,981 European ancestry controls	2,169 celiac disease cases, 2,845 rheumatoid arthritis cases, 7,199 controls	2p14	2	65381775	SPRED2	SPRED2			200734			rs1876518-?	rs1876518	0	1876518	intron	0	NR	2E-8	7.698970004		NR	NR	Illumina [472,854]	N
2011-04-06	21383967	Zhernakova A	2011-02-24	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21383967	Meta-analysis of genome-wide association studies in celiac disease and rheumatoid arthritis identifies fourteen non-HLA shared loci.	Celiac disease and Rheumatoid arthritis	4,533 European ancestry celiac disease cases, 5,539 European ancestry rheumatoid arthritis cases, 27,981 European ancestry controls	2,169 celiac disease cases, 2,845 rheumatoid arthritis cases, 7,199 controls	2p23.1	2	30222160	LBH	YPEL5 - LBH	51646	81606		61.63	9.37	rs7579944-?	rs7579944	0	7579944		1	NR	1E-8	8		NR	NR	Illumina [472,854]	N
2011-04-06	21383967	Zhernakova A	2011-02-24	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21383967	Meta-analysis of genome-wide association studies in celiac disease and rheumatoid arthritis identifies fourteen non-HLA shared loci.	Celiac disease and Rheumatoid arthritis	4,533 European ancestry celiac disease cases, 5,539 European ancestry rheumatoid arthritis cases, 27,981 European ancestry controls	2,169 celiac disease cases, 2,845 rheumatoid arthritis cases, 7,199 controls	1q23.1	1	159035859	IFI16	IFI16			3428			rs1772408-?	rs1772408	0	1772408	intron	0	NR	8E-7	6.096910013		NR	NR	Illumina [472,854]	N
2014-07-02	21156761	Padyukov L	2010-12-14	Ann Rheum Dis	http://www.ncbi.nlm.nih.gov/pubmed/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	2p21	2	41853484	RPS12P4	RPS12P4 - C2orf91	391370	400950		2.80	81.88	rs4305317-?	rs4305317	0	4305317		1	NR	2E-6	5.698970004	(ACPA-negative RA vs controls)	1.45	[1.25-1.69]	Illumina [1,723,056] (imputed)	N
2014-07-02	21156761	Padyukov L	2010-12-14	Ann Rheum Dis	http://www.ncbi.nlm.nih.gov/pubmed/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	7p12.3	7	45864208	IGFBP1	CICP20 - IGFBP1	100129050	3484		45.19	24.15	rs6956740-?	rs6956740	0	6956740		1	NR	5E-7	6.301029996	(ACPA-negative RA vs controls)	3.49	[2.08-5.85]	Illumina [1,723,056] (imputed)	N
2014-07-02	21156761	Padyukov L	2010-12-14	Ann Rheum Dis	http://www.ncbi.nlm.nih.gov/pubmed/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	7q32.1	7	128940626	IRF5	IRF5			3663			rs3807306-?	rs3807306	0	3807306	intron	0	NR	3E-7	6.522878745	(ACPA-negative RA vs controls)	1.44	[1.25-1.66]	Illumina [1,723,056] (imputed)	N
2014-07-02	21156761	Padyukov L	2010-12-14	Ann Rheum Dis	http://www.ncbi.nlm.nih.gov/pubmed/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	1p13.2	1	113834946	PTPN22	"PTPN22;LOC101928822"			"26191;101928822"			rs2476601-?	rs2476601	0	2476601	"missense;intron"	0	NR	1E-8	8	(ACPA-positive RA vs controls)	NR	NR	Illumina [1,723,056] (imputed)	N
2014-07-02	21156761	Padyukov L	2010-12-14	Ann Rheum Dis	http://www.ncbi.nlm.nih.gov/pubmed/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	11q24.1	11	121927189	HLA	SORL1 - MIR100HG	6653	399959		293.43	161.91	rs1219414-?	rs1219414	0	1219414		1	NR	5E-58	57.30103	(ACPA-positive RA vs controls)	NR	NR	Illumina [1,723,056] (imputed)	N
2014-07-02	21156761	Padyukov L	2010-12-14	Ann Rheum Dis	http://www.ncbi.nlm.nih.gov/pubmed/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	2p21	2	41853484	LDHAL3	RPS12P4 - C2orf91	391370	400950		2.80	81.88	rs4305317-?	rs4305317	0	4305317		1	NR	4E-8	7.397940009	(ACPA-positive RA vs ACPA-negative RA)	NR	NR	Illumina [1,723,056] (imputed)	N
2014-07-02	21156761	Padyukov L	2010-12-14	Ann Rheum Dis	http://www.ncbi.nlm.nih.gov/pubmed/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	4p15.2	4	22089761	KCNIP4, GPR125	KCNIP4-IT1 - GPR125	359822	166647		236.57	297.61	rs6448119-?	rs6448119	0	6448119		1	NR	7E-6	5.15490196	(ACPA-positive RA vs ACPA-negative RA)	NR	NR	Illumina [1,723,056] (imputed)	N
2014-07-02	21156761	Padyukov L	2010-12-14	Ann Rheum Dis	http://www.ncbi.nlm.nih.gov/pubmed/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	5q35.3	5	178186543	GMCL1L	GMCL1P1			64396			rs2961663-?	rs2961663	0	2961663	ncRNA	0	NR	4E-6	5.397940009	(ACPA-positive RA vs ACPA-negative RA)	NR	NR	Illumina [1,723,056] (imputed)	N
2014-07-02	21156761	Padyukov L	2010-12-14	Ann Rheum Dis	http://www.ncbi.nlm.nih.gov/pubmed/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	NR	6	32533367	HLA	TRNAI25			100189401			rs2157337-?	rs2157337	0	2157337		0	NR	9E-52	51.04575749	(ACPA-positive RA vs ACPA-negative RA)	NR	NR	Illumina [1,723,056] (imputed)	N
2014-07-02	21156761	Padyukov L	2010-12-14	Ann Rheum Dis	http://www.ncbi.nlm.nih.gov/pubmed/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	13q21.31	13	64317065	NR	NFYAP1 - LGMNP1	100130677	122199		340.64	640.49	rs11148643-?	rs11148643	0	11148643		1	NR	5E-7	6.301029996	(ACPA-positive RA vs controls)	NR	NR	Illumina [1,723,056] (imputed)	N
2014-07-02	21156761	Padyukov L	2010-12-14	Ann Rheum Dis	http://www.ncbi.nlm.nih.gov/pubmed/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	13q21.31	13	64356863	NR	NFYAP1 - LGMNP1	100130677	122199		380.44	600.69	rs1340317-?	rs1340317	0	1340317		1	NR	3E-7	6.522878745	(ACPA-positive RA vs controls)	NR	NR	Illumina [1,723,056] (imputed)	N
2014-07-02	21156761	Padyukov L	2010-12-14	Ann Rheum Dis	http://www.ncbi.nlm.nih.gov/pubmed/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	13q21.31	13	64362111	NR	NFYAP1 - LGMNP1	100130677	122199		385.69	595.45	rs9571178-?	rs9571178	0	9571178		1	NR	3E-7	6.522878745	(ACPA-positive RA vs controls)	NR	NR	Illumina [1,723,056] (imputed)	N
2014-07-02	21156761	Padyukov L	2010-12-14	Ann Rheum Dis	http://www.ncbi.nlm.nih.gov/pubmed/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	13q21.31	13	64366135	NR	NFYAP1 - LGMNP1	100130677	122199		389.71	591.42	rs12873872-?	rs12873872	1	4261405		1	NR	3E-7	6.522878745	(ACPA-positive RA vs controls)	NR	NR	Illumina [1,723,056] (imputed)	N
2014-07-02	21156761	Padyukov L	2010-12-14	Ann Rheum Dis	http://www.ncbi.nlm.nih.gov/pubmed/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	13q21.31	13	64371042	NR	NFYAP1 - LGMNP1	100130677	122199		394.62	586.51	rs9598783-?	rs9598783	0	9598783		1	NR	3E-7	6.522878745	(ACPA-positive RA vs controls)	NR	NR	Illumina [1,723,056] (imputed)	N
2014-07-02	21156761	Padyukov L	2010-12-14	Ann Rheum Dis	http://www.ncbi.nlm.nih.gov/pubmed/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	13q21.31	13	64372566	NR	NFYAP1 - LGMNP1	100130677	122199		396.14	584.99	rs2220327-?	rs2220327	0	2220327		1	NR	1E-7	7	(ACPA-positive RA vs controls)	NR	NR	Illumina [1,723,056] (imputed)	N
2014-07-02	21156761	Padyukov L	2010-12-14	Ann Rheum Dis	http://www.ncbi.nlm.nih.gov/pubmed/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	13q21.31	13	64376290	NR	NFYAP1 - LGMNP1	100130677	122199		399.87	581.27	rs1340319-?	rs1340319	0	1340319		1	NR	3E-7	6.522878745	(ACPA-positive RA vs controls)	NR	NR	Illumina [1,723,056] (imputed)	N
2010-06-13	20453841	Kochi Y	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453841	A regulatory variant in CCR6 is associated with rheumatoid arthritis susceptibility.	Rheumatoid arthritis	2,303 Japanese ancestry cases, 3,380 Japanese ancestry controls	4,768 Japanese ancestry cases, 17,359 Japanese ancestry controls	6q27	6	167119305	CCR6	CCR6			1235			rs3093024-T	rs3093024	0	3093024	intron	0	0.46	8E-19	18.09691001		1.19	[1.15-1.24]	Illumina [393,217]	N
2010-06-13	20453841	Kochi Y	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453841	A regulatory variant in CCR6 is associated with rheumatoid arthritis susceptibility.	Rheumatoid arthritis	2,303 Japanese ancestry cases, 3,380 Japanese ancestry controls	4,768 Japanese ancestry cases, 17,359 Japanese ancestry controls	6p21.32	6	32703326	HLA-DRB1	TRNAI25			100189401			rs13192471-G	rs13192471	0	13192471		0	0.22	2E-58	57.69897		1.97	[1.82-2.14]	Illumina [393,217]	N
2010-06-13	20453841	Kochi Y	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453841	A regulatory variant in CCR6 is associated with rheumatoid arthritis susceptibility.	Rheumatoid arthritis	2,303 Japanese ancestry cases, 3,380 Japanese ancestry controls	4,768 Japanese ancestry cases, 17,359 Japanese ancestry controls	2q32.3	2	191099907	STAT4	STAT4			6775			rs7574865-T	rs7574865	0	7574865	intron	0	0.33	2E-6	5.698970004		1.17	[1.10-1.25]	Illumina [393,217]	N
2010-06-13	20453841	Kochi Y	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453841	A regulatory variant in CCR6 is associated with rheumatoid arthritis susceptibility.	Rheumatoid arthritis	2,303 Japanese ancestry cases, 3,380 Japanese ancestry controls	4,768 Japanese ancestry cases, 17,359 Japanese ancestry controls	6q23.3	6	137874929	OLIG3,TNFAIP3	TNFAIP3			7128			rs2230926-C	rs2230926	0	2230926	missense	0	0.07	2E-6	5.698970004		1.31	[1.17-1.46]	Illumina [393,217]	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	2p14	2	65368452	SPRED2	SPRED2			200734			rs934734-G	rs934734	0	934734	intron	0	0.49	5E-10	9.301029996		1.13	[NR]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	5q11.2	5	56142753	ANKRD55,IL6ST	ANKRD55			79722			rs6859219-C	rs6859219	0	6859219	intron	0	0.79	1E-11	11		1.28	[NR]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	5q21.1	5	103261019	C5orf30	C5orf30			90355			rs26232-C	rs26232	0	26232	intron	0	0.68	4E-8	7.397940009		1.14	[NR]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	3p14.3	3	58571114	PXK	FAM107A			11170			rs13315591-C	rs13315591	0	13315591	intron	0	0.09	5E-8	7.301029996		1.29	[NR]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	4p15.2	4	26106575	RBPJ	SMIM20 - RBPJ	389203	3516		176.70	56.92	rs874040-C	rs874040	0	874040		1	0.30	1E-16	16		1.14	[NR]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	6q27	6	167120802	CCR6	CCR6			1235			rs3093023-A	rs3093023	0	3093023	intron	0	0.43	2E-11	10.69897		1.13	[NR]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	7q32.1	7	128954129	IRF5	TNPO3			23534			rs10488631-C	rs10488631	0	10488631	nearGene-3	0	0.11	4E-11	10.39794001		1.19	[NR]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	2q11.2	2	100190478	AFF3	AFF3 - LINC01104	3899	150577		47.90	17.78	rs11676922-T	rs11676922	0	11676922		1	0.46	1E-14	14		1.12	[NR]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	9p13.3	9	34743684	CCL21	LOC101929761			101929761			rs951005-A	rs951005	0	951005	intron	0	0.84	4E-10	9.397940009		1.19	[NR]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	10p15.1	10	6056986	IL2RA	IL2RA			3559			rs706778-T	rs706778	0	706778	intron	0	0.40	1E-11	11		1.14	[NR]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	1q24.2	1	167439433	CD247	CD247			919			rs840016-C	rs840016	0	840016	intron	0	0.58	2E-6	5.698970004		1.11	[NR]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	4q27	4	122297158	IL2,IL21	KIAA1109			84162			rs13119723-A	rs13119723	0	13119723	intron	0	0.15	7E-7	6.15490196		1.12	[NR]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	12q24.12	12	111446804	SH2B3	SH2B3			10019			rs3184504-T	rs3184504	0	3184504	missense	0	0.51	6E-6	5.22184875		1.08	[NR]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	14q24.3	14	75494193	BATF	JDP2 - BATF	122953	10538		21.49	28.25	rs7155603-G	rs7155603	0	7155603		1	0.19	1E-7	7		1.16	[NR]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	17q12	17	39884510	IKZF3	ZPBP2 - GSDMB	124626	55876		6.61	20.09	rs2872507-A	rs2872507	0	2872507		1	0.47	9E-7	6.045757491		1.10	[NR]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	21q22.3	21	42416077	UBASH3A	UBASH3A			53347			rs11203203-A	rs11203203	0	11203203	intron	0	0.37	4E-6	5.397940009		1.11	[NR]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	1p36.32	1	2622185	TNFRSF14	MMEL1			79258			rs3890745-T	rs3890745	0	3890745	intron	0	0.68	4E-6	5.397940009		1.12	[1.06-1.18]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	1p13.2	1	113834946	PTPN22	"PTPN22;LOC101928822"			"26191;101928822"			rs2476601-A	rs2476601	0	2476601	"missense;intron"	0	0.10	9E-74	73.04575749		1.94	[1.81-2.08]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	2p16.1	2	60908994	REL	REL			5966			rs13031237-T	rs13031237	0	13031237	intron	0	0.36	8E-7	6.096910013		1.13	[1.07-1.18]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	2q11.2	2	100219272	AFF3	LINC01104			150577			rs10865035-A	rs10865035	0	10865035	intron	0	0.47	2E-6	5.698970004		1.12	[1.07-1.17]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	2q32.3	2	191099907	STAT4	STAT4			6775			rs7574865-T	rs7574865	0	7574865	intron	0	0.22	3E-7	6.522878745		1.16	[1.10-1.23]	Affymetrix & Illumina [~2,716,259] (imputed)	N
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	2q33.2	2	203874196	CTLA4	CTLA4			1493			rs3087243-G	rs3087243	0	3087243	nearGene-3	0	0.56	1E-8	8		1.15	[1.10-1.20]	Affymetrix & Illumina [~2,716,259] (imputed)	N
